X,Y,jurisdiction,platformtype,platformid,sourcerecord,objectid,operator,platformname
-9981261.5262,3360472.3028,Federal,,24159,Bureau of Ocean Energy Management,301,,F
-10181806.8508,3342795.9463,Federal,,26041,Bureau of Ocean Energy Management,302,,JD
-10176884.0236,3343144.4819,Federal,,26052,Bureau of Ocean Energy Management,303,,JE
-10230644.8405,3418050.1631,Federal,,24075,Bureau of Ocean Energy Management,304,,151
-10227753.1151,3413960.0508,Federal,,24003,Bureau of Ocean Energy Management,305,,2
-9983086.6836,3368250.2207,Federal,,20161,Bureau of Ocean Energy Management,306,,B
-9987098.2751,3368290.6527,Federal,,20162,Bureau of Ocean Energy Management,307,,C
-9983550.3694,3369605.6318,Federal,,20163,Bureau of Ocean Energy Management,308,,F
-9965126.8752,3369095.5931,Federal,,20165,Bureau of Ocean Energy Management,309,,C
-9992222.539,3367742.7747,Federal,,20103,Bureau of Ocean Energy Management,310,,E
-10016340.0463,3388594.3345,Federal,,20104,Bureau of Ocean Energy Management,311,,L-QTR
-10016305.2022,3388593.9523,Federal,,20104,Bureau of Ocean Energy Management,312,,L-PRD
-10016374.8903,3388594.7168,Federal,,20104,Bureau of Ocean Energy Management,313,,L-CMP-VALVE
-9980391.6626,3371682.3522,Federal,,20106,Bureau of Ocean Energy Management,314,,F
-9975024.2303,3394423.2879,Federal,,20108,Bureau of Ocean Energy Management,315,,B
-9980967.6044,3367834.226,Federal,,20114,Bureau of Ocean Energy Management,316,,A
-9980934.8804,3367833.7758,Federal,,20114,Bureau of Ocean Energy Management,317,,E
-9980882.5024,3367774.9075,Federal,,20114,Bureau of Ocean Energy Management,318,,B
-9979781.827,3390962.649,Federal,,20145,Bureau of Ocean Energy Management,319,,F
-9976389.8573,3390456.5415,Federal,,20147,Bureau of Ocean Energy Management,320,,J
-9982254.1948,3393522.2547,Federal,,20148,Bureau of Ocean Energy Management,321,,L
-9981328.615,3392542.1131,Federal,,20149,Bureau of Ocean Energy Management,322,,N
-10035993.5619,3379202.3851,Federal,,20065,Bureau of Ocean Energy Management,323,,S
-10037489.1876,3380278.6773,Federal,,20075,Bureau of Ocean Energy Management,324,,FF
-10018143.8092,3388508.8539,Federal,,20082,Bureau of Ocean Energy Management,325,,J
-10021428.0614,3389801.9836,Federal,,20084,Bureau of Ocean Energy Management,326,,T
-10017622.5924,3387716.0762,Federal,,20085,Bureau of Ocean Energy Management,327,,Q
-10015335.7709,3389511.0274,Federal,,20087,Bureau of Ocean Energy Management,328,,P
-10014998.2897,3391301.3315,Federal,,20088,Bureau of Ocean Energy Management,329,,R
-10012318.7255,3387744.9848,Federal,,20089,Bureau of Ocean Energy Management,330,,W
-10034594.2292,3378980.6352,Federal,,20049,Bureau of Ocean Energy Management,331,,U
-10034623.3904,3378995.6431,Federal,,20049,Bureau of Ocean Energy Management,332,,U-Aux
-10034072.1125,3378416.4242,Federal,,20051,Bureau of Ocean Energy Management,333,,CL
-10062658.2134,3351960.5281,Federal,,20055,Bureau of Ocean Energy Management,334,,B
-10064908.1277,3350110.6064,Federal,,20056,Bureau of Ocean Energy Management,335,,H
-10033038.8429,3380388.6046,Federal,,20057,Bureau of Ocean Energy Management,336,,W
-10037162.3151,3375069.4505,Federal,,20060,Bureau of Ocean Energy Management,337,,CI
-10037640.3666,3379036.2242,Federal,,20061,Bureau of Ocean Energy Management,338,,CW
-10001149.1953,3377490.2791,Federal,,20035,Bureau of Ocean Energy Management,339,,U
-9994479.0542,3366350.0183,Federal,,20036,Bureau of Ocean Energy Management,340,,V
-10018794.7263,3371814.1925,Federal,,20043,Bureau of Ocean Energy Management,341,,G
-10022224.6656,3368746.9324,Federal,,20046,Bureau of Ocean Energy Management,342,,A
-10022189.8213,3368746.5513,Federal,,20046,Bureau of Ocean Energy Management,343,,AQ QTRS
-9983958.6937,3393721.9684,Federal,,20241,Bureau of Ocean Energy Management,344,,3
-9986448.6124,3390428.5322,Federal,,20242,Bureau of Ocean Energy Management,345,,2
-9984681.4504,3390762.4861,Federal,,20247,Bureau of Ocean Energy Management,346,,B
-9984319.4547,3392046.9193,Federal,,20249,Bureau of Ocean Energy Management,347,,D-QTR
-9984284.61,3392046.4095,Federal,,20249,Bureau of Ocean Energy Management,348,,A
-10035085.9459,3376862.1605,Federal,,20213,Bureau of Ocean Energy Management,349,,CM
-9985342.5268,3323245.9988,Federal,,20219,Bureau of Ocean Energy Management,350,,A
-9975048.7,3358491.3169,Federal,,20226,Bureau of Ocean Energy Management,351,,D
-9963142.9768,3371938.5659,Federal,,20230,Bureau of Ocean Energy Management,352,,D
-9963876.5943,3370194.4932,Federal,,20231,Bureau of Ocean Energy Management,353,,B
-9969185.3189,3393044.6832,Federal,,20192,Bureau of Ocean Energy Management,354,,10
-10023607.1692,3367303.5648,Federal,,20194,Bureau of Ocean Energy Management,355,,E
-9845268.8155,3408619.3613,Federal,,20196,Bureau of Ocean Energy Management,356,,B
-9880439.2213,3407892.9025,Federal,,20197,Bureau of Ocean Energy Management,357,,D
-9907941.028,3427177.1305,Federal,,20199,Bureau of Ocean Energy Management,358,,J
-9870182.6258,3412636.1551,Federal,,20200,Bureau of Ocean Energy Management,359,,B
-9870161.4734,3412690.782,Federal,,20200,Bureau of Ocean Energy Management,360,,BA-SAT
-9870601.3177,3412942.9865,Federal,,20201,Bureau of Ocean Energy Management,361,,A
-10037722.079,3378262.2171,Federal,,20204,Bureau of Ocean Energy Management,362,,EE
-10035203.6142,3377278.9003,Federal,,20206,Bureau of Ocean Energy Management,363,,SC
-10036468.5815,3376554.1104,Federal,,20207,Bureau of Ocean Energy Management,364,,CC
-9973778.0283,3393221.0764,Federal,,20182,Bureau of Ocean Energy Management,365,,D
-9974807.1985,3392191.9066,Federal,,20183,Bureau of Ocean Energy Management,366,,C
-9974453.4848,3390897.9072,Federal,,20185,Bureau of Ocean Energy Management,367,,CC
-9971910.6735,3393491.757,Federal,,20190,Bureau of Ocean Energy Management,368,,33
-9976970.5491,3391271.2552,Federal,,20152,Bureau of Ocean Energy Management,369,,T
-9911313.6737,3427908.8113,Federal,,20396,Bureau of Ocean Energy Management,370,,DB
-9909050.8253,3427786.7181,Federal,,20397,Bureau of Ocean Energy Management,371,,EA
-9911360.5565,3426784.7655,Federal,,20398,Bureau of Ocean Energy Management,372,,M-QTR
-9911325.6009,3426783.9986,Federal,,20398,Bureau of Ocean Energy Management,373,,D
-9936904.1401,3373088.0527,Federal,,20366,Bureau of Ocean Energy Management,374,,130(SP28M)
-9877808.7872,3386830.0199,Federal,,20375,Bureau of Ocean Energy Management,375,,C
-9891555.2597,3389309.4419,Federal,,20376,Bureau of Ocean Energy Management,376,,A
-9910267.8276,3433120.3984,Federal,,20378,Bureau of Ocean Energy Management,377,,EC
-9910520.4693,3429660.4256,Federal,,20379,Bureau of Ocean Energy Management,378,,EB
-9937142.1078,3371664.484,Federal,,20317,Bureau of Ocean Energy Management,379,,21(V)
-9936684.5826,3371551.2321,Federal,,20318,Bureau of Ocean Energy Management,380,,18
-9903721.7641,3381313.1812,Federal,,20319,Bureau of Ocean Energy Management,381,,B
-9938416.4211,3358573.2472,Federal,,20320,Bureau of Ocean Energy Management,382,,A-VALVE
-9915658.6442,3426748.7642,Federal,,20331,Bureau of Ocean Energy Management,383,,K
-9910368.7918,3427944.2179,Federal,,20332,Bureau of Ocean Energy Management,384,,E
-9910393.3617,3427956.9782,Federal,,20332,Bureau of Ocean Energy Management,385,,15
-9890129.8523,3390625.597,Federal,,20341,Bureau of Ocean Energy Management,386,,B
-9936723.3075,3370946.5069,Federal,,20359,Bureau of Ocean Energy Management,387,,66
-9934659.5471,3371300.7906,Federal,,20360,Bureau of Ocean Energy Management,388,,A71
-9935540.3246,3371299.4056,Federal,,20284,Bureau of Ocean Energy Management,389,,38
-9903456.4345,3383049.4294,Federal,,20285,Bureau of Ocean Energy Management,390,,A
-9934822.0059,3372902.9808,Federal,,20292,Bureau of Ocean Energy Management,391,,49
-9934830.3439,3372441.212,Federal,,20300,Bureau of Ocean Energy Management,392,,9(Z)
-9934744.6106,3371831.1004,Federal,,20302,Bureau of Ocean Energy Management,393,,Z
-9937136.9955,3372024.1805,Federal,,20312,Bureau of Ocean Energy Management,394,,13(V)
-9934369.5786,3372429.8825,Federal,,20313,Bureau of Ocean Energy Management,395,,10
-9936677.6916,3372015.7689,Federal,,20314,Bureau of Ocean Energy Management,396,,12
-9934838.6818,3371979.4594,Federal,,20315,Bureau of Ocean Energy Management,397,,15
-9935289.7726,3372449.6151,Federal,,20316,Bureau of Ocean Energy Management,398,,16
-9991874.8322,3387517.0183,Federal,,20271,Bureau of Ocean Energy Management,399,,AUX
-10035901.718,3381263.0424,Federal,,20475,Bureau of Ocean Energy Management,400,,28 and 23
-10036860.2052,3381654.975,Federal,,20476,Bureau of Ocean Energy Management,401,,KN
-10036860.1307,3381662.327,Federal,,20476,Bureau of Ocean Energy Management,402,,13
-9934009.0781,3370881.3101,Federal,,20478,Bureau of Ocean Energy Management,403,,AA WEST
-9982976.935,3394291.2804,Federal,,20479,Bureau of Ocean Energy Management,404,,S
-10014813.5842,3388012.3851,Federal,,20486,Bureau of Ocean Energy Management,405,,U
-9913428.3605,3428963.9627,Federal,,20453,Bureau of Ocean Energy Management,406,,FA
-10034804.6296,3379645.1901,Federal,,20454,Bureau of Ocean Energy Management,407,,CG
-9908304.668,3423212.007,Federal,,20456,Bureau of Ocean Energy Management,408,,AE
-9911360.5965,3426784.768,Federal,,20398,Bureau of Ocean Energy Management,409,,L
-9936081.8036,3372199.8655,Federal,,20399,Bureau of Ocean Energy Management,410,,93
-9934847.02,3371517.5957,Federal,,20403,Bureau of Ocean Energy Management,411,,24
-9936363.1029,3372007.2347,Federal,,20405,Bureau of Ocean Energy Management,412,,A17
-9936893.5561,3372709.8763,Federal,,20407,Bureau of Ocean Energy Management,413,,1(V)
-9911731.4514,3428422.3288,Federal,,20408,Bureau of Ocean Energy Management,414,,F
-9906812.0295,3427428.8631,Federal,,20383,Bureau of Ocean Energy Management,415,,JA
-9917585.6046,3426639.5805,Federal,,20385,Bureau of Ocean Energy Management,416,,KB
-9905444.9953,3420450.3883,Federal,,20386,Bureau of Ocean Energy Management,417,,AB(N)
-9906840.1658,3423171.8392,Federal,,20388,Bureau of Ocean Energy Management,418,,AD
-9898626.3619,3430104.6711,Federal,,20389,Bureau of Ocean Energy Management,419,,BE
-9904069.1446,3426675.7317,Federal,,20390,Bureau of Ocean Energy Management,420,,B
-9904104.1008,3426676.3706,Federal,,20390,Bureau of Ocean Energy Management,421,,BB
-9904069.1446,3426675.7317,Federal,,20390,Bureau of Ocean Energy Management,422,,O
-9906658.4159,3422483.0022,Federal,,20391,Bureau of Ocean Energy Management,423,,AA
-9905477.394,3427902.6392,Federal,,20392,Bureau of Ocean Energy Management,424,,BA
-9909662.0844,3427491.9825,Federal,,20394,Bureau of Ocean Energy Management,425,,CB
-10024715.9687,3368677.0581,Federal,,20673,Bureau of Ocean Energy Management,426,,J
-9935548.1066,3370869.1181,Federal,,20681,Bureau of Ocean Energy Management,427,,48
-9934410.2158,3372604.9689,Federal,,20682,Bureau of Ocean Energy Management,428,,122
-10044856.5655,3375202.8118,Federal,,20714,Bureau of Ocean Energy Management,429,,B
-10041264.2548,3373957.8444,Federal,,20717,Bureau of Ocean Energy Management,430,,D
-10041176.9776,3373976.298,Federal,,20717,Bureau of Ocean Energy Management,431,,E
-10073379.086,3358798.056,Federal,,20719,Bureau of Ocean Energy Management,432,,A
-10073310.6194,3358654.9392,Federal,,20719,Bureau of Ocean Energy Management,433,,CA
-10046556.4267,3327043.4131,Federal,,20618,Bureau of Ocean Energy Management,434,,PROD 1
-10046487.0701,3327042.766,Federal,,20618,Bureau of Ocean Energy Management,435,,PROD 2
-10046521.4719,3327077.9052,Federal,,20618,Bureau of Ocean Energy Management,436,,G-CMP
-10046522.0273,3327008.161,Federal,,20618,Bureau of Ocean Energy Management,437,,G-QRT
-10046544.068,3326914.9575,Federal,,20618,Bureau of Ocean Energy Management,438,,Y
-10036732.1691,3373812.4588,Federal,,20632,Bureau of Ocean Energy Management,439,,A
-10036767.0134,3373812.8401,Federal,,20632,Bureau of Ocean Energy Management,440,,A-QRT
-10044982.2784,3332070.7875,Federal,,20581,Bureau of Ocean Energy Management,441,,S
-10033767.4975,3334361.3755,Federal,,20582,Bureau of Ocean Energy Management,442,,J
-10046080.1678,3333407.0123,Federal,,20587,Bureau of Ocean Energy Management,443,,R
-10050172.0429,3332189.4972,Federal,,20607,Bureau of Ocean Energy Management,444,,Q
-9964652.4329,3372053.0735,Federal,,20491,Bureau of Ocean Energy Management,445,,F
-9981272.3402,3370555.978,Federal,,20493,Bureau of Ocean Energy Management,446,,D
-9994707.7848,3371109.855,Federal,,20510,Bureau of Ocean Energy Management,447,,O
-9933943.2813,3370675.2037,Federal,,20544,Bureau of Ocean Energy Management,448,,37
-9933898.9874,3371195.8175,Federal,,20546,Bureau of Ocean Energy Management,449,,33
-9933770.187,3371193.3988,Federal,,20547,Bureau of Ocean Energy Management,450,,60
-9932971.1164,3371369.3503,Federal,,20549,Bureau of Ocean Energy Management,451,,99
-9934861.5856,3370788.953,Federal,,20550,Bureau of Ocean Energy Management,452,,30
-9906219.6637,3423598.2714,Federal,,20551,Bureau of Ocean Energy Management,453,,AC
-10014193.0935,3375483.4937,Federal,,20575,Bureau of Ocean Energy Management,454,,B
-9878719.8719,3410763.6416,Federal,,20467,Bureau of Ocean Energy Management,455,,A
-9883132.9486,3409284.7096,Federal,,20468,Bureau of Ocean Energy Management,456,,B
-9880692.7642,3412277.1117,Federal,,20469,Bureau of Ocean Energy Management,457,,C
-9903606.1553,3425758.6324,Federal,,20470,Bureau of Ocean Energy Management,458,,BF
-9904628.9919,3427270.004,Federal,,20471,Bureau of Ocean Energy Management,459,,5
-10048326.0681,3377835.9057,Federal,,20993,Bureau of Ocean Energy Management,460,,WG 6 and 115
-9937127.4326,3372483.1354,Federal,,21042,Bureau of Ocean Energy Management,461,,8
-10046025.3432,3374813.9899,Federal,,20976,Bureau of Ocean Energy Management,462,,82
-10047440.9324,3378562.3973,Federal,,20978,Bureau of Ocean Energy Management,463,,80
-10047589.6655,3377401.9549,Federal,,20990,Bureau of Ocean Energy Management,464,,15
-10062473.061,3322388.1772,Federal,,20957,Bureau of Ocean Energy Management,465,,C
-10046766.9706,3374223.6081,Federal,,20961,Bureau of Ocean Energy Management,466,,1
-10046713.7706,3375070.1713,Federal,,20966,Bureau of Ocean Energy Management,467,,G
-10046877.5357,3375872.1176,Federal,,20967,Bureau of Ocean Energy Management,468,,109
-10046614.0184,3374642.173,Federal,,20968,Bureau of Ocean Energy Management,469,,101
-10047504.0611,3375423.0983,Federal,,20969,Bureau of Ocean Energy Management,470,,100
-10047430.367,3375558.8978,Federal,,20972,Bureau of Ocean Energy Management,471,,92
-10073445.0996,3358750.6547,Federal,,20719,Bureau of Ocean Energy Management,472,,B-QTR
-10073417.4938,3358868.234,Federal,,20719,Bureau of Ocean Energy Management,473,,C
-9908815.3064,3423337.5745,Federal,,20729,Bureau of Ocean Energy Management,474,,A
-9935073.5015,3373624.7445,Federal,,20742,Bureau of Ocean Energy Management,475,,T
-10073942.8028,3357638.9793,Federal,,20793,Bureau of Ocean Energy Management,476,,3
-10061065.4732,3313419.8825,Federal,,20652,Bureau of Ocean Energy Management,477,,E
-9906726.2757,3425675.4785,Federal,,21586,Bureau of Ocean Energy Management,478,,CC
-9913147.2019,3425647.9249,Federal,,21587,Bureau of Ocean Energy Management,479,,I
-9892041.6152,3413130.8181,Federal,,21590,Bureau of Ocean Energy Management,480,,A
-10045707.1843,3375027.2946,Federal,,21161,Bureau of Ocean Energy Management,481,,88
-9934596.4301,3372667.8789,Federal,,21166,Bureau of Ocean Energy Management,482,,3
-9936673.0341,3372779.3453,Federal,,21167,Bureau of Ocean Energy Management,483,,201 V
-9902539.6091,3383788.6663,Federal,,21169,Bureau of Ocean Energy Management,484,,C
-9936844.5578,3371948.0837,Federal,,21229,Bureau of Ocean Energy Management,485,,V
-9936957.6583,3371950.2501,Federal,,21229,Bureau of Ocean Energy Management,486,,VV-AUX
-9998800.7212,3363694.5197,Federal,,21270,Bureau of Ocean Energy Management,487,,S
-9975122.5082,3393606.3413,Federal,,21273,Bureau of Ocean Energy Management,488,,I-QRT
-10049474.5269,3378157.8373,Federal,,21098,Bureau of Ocean Energy Management,489,,H
-10049474.4791,3378157.8502,Federal,,21098,Bureau of Ocean Energy Management,490,,D
-10047471.8917,3375624.3168,Federal,,21100,Bureau of Ocean Energy Management,491,,48
-10046637.0524,3373966.9253,Federal,,21108,Bureau of Ocean Energy Management,492,,F
-10046671.8966,3373967.3073,Federal,,21108,Bureau of Ocean Energy Management,493,,PRD
-10045698.9557,3375784.5629,Federal,,21090,Bureau of Ocean Energy Management,494,,87
-10047732.0489,3375243.5206,Federal,,21070,Bureau of Ocean Energy Management,495,,116
-9913718.3232,3349096.5945,Federal,,22178,Bureau of Ocean Energy Management,496,,A-Cognac
-10074003.8568,3359680.4123,Federal,,21933,Bureau of Ocean Energy Management,497,,3
-10049745.5537,3377696.9103,Federal,,21935,Bureau of Ocean Energy Management,498,,DA
-9934893.5669,3372099.0637,Federal,,21942,Bureau of Ocean Energy Management,499,,157
-10062741.3683,3323686.4258,Federal,,21951,Bureau of Ocean Energy Management,500,,A
-10033208.8609,3383919.9841,Federal,,22000,Bureau of Ocean Energy Management,501,,SG
-10067192.2523,3367867.0762,Federal,,22007,Bureau of Ocean Energy Management,502,,D
-9908806.4667,3426481.0408,Federal,,21815,Bureau of Ocean Energy Management,503,,C
-9982658.7756,3394560.8427,Federal,,21831,Bureau of Ocean Energy Management,504,,E-CMP
-10012578.2356,3376131.4614,Federal,,21859,Bureau of Ocean Energy Management,505,,F
-10064776.969,3367158.4513,Federal,,21885,Bureau of Ocean Energy Management,506,,B
-9874547.614,3386439.4735,Federal,,21895,Bureau of Ocean Energy Management,507,,A
-10058090.5485,3366578.0465,Federal,,21897,Bureau of Ocean Energy Management,508,,A
-10021674.9117,3342409.1612,Federal,,21776,Bureau of Ocean Energy Management,509,,A
-9889882.787,3413343.9551,Federal,,21778,Bureau of Ocean Energy Management,510,,B
-10038389.1917,3372936.9988,Federal,,21782,Bureau of Ocean Energy Management,511,,C
-10038340.3601,3373050.2342,Federal,,21782,Bureau of Ocean Energy Management,512,,D-QTRS
-10038249.1681,3373394.7048,Federal,,21782,Bureau of Ocean Energy Management,513,,F
-9935280.1022,3373044.3573,Federal,,21797,Bureau of Ocean Energy Management,514,,229 T
-9998967.349,3369586.9694,Federal,,21805,Bureau of Ocean Energy Management,515,,L
-9986071.4224,3368845.91,Federal,,21809,Bureau of Ocean Energy Management,516,,A
-9938097.0767,3372111.1934,Federal,,21669,Bureau of Ocean Energy Management,517,,5
-10073362.2269,3356345.6559,Federal,,21748,Bureau of Ocean Energy Management,518,,CB
-10037769.5539,3371268.5762,Federal,,21749,Bureau of Ocean Energy Management,519,,E
