X,Y,jurisdiction,platformtype,platformid,sourcerecord,objectid,operator,platformname
-10237401.2212,3325627.7545,Federal,,2117,Bureau of Ocean Energy Management,1683,,F
-10255259.7798,3276241.0631,Federal,,2138,Bureau of Ocean Energy Management,1684,,D
-10237758.8745,3404098.2071,Federal,,2140,Bureau of Ocean Energy Management,1685,,1
-10172066.0243,3267928.5818,Federal,,2144,Bureau of Ocean Energy Management,1686,,B
-10173491.5883,3407397.3527,Federal,,2145,Bureau of Ocean Energy Management,1687,,15
-10213900.6835,3423995.9275,Federal,,2103,Bureau of Ocean Energy Management,1688,,H
-10213900.6835,3423995.9275,Federal,,2103,Bureau of Ocean Energy Management,1689,,H-AUX
-10188650.3735,3400316.338,Federal,,514,Bureau of Ocean Energy Management,1690,,VP-Aux
-9969172.4253,3393045.1967,Federal,,2129,Bureau of Ocean Energy Management,1691,,18
-10128176.5479,3351503.7015,Federal,,2155,Bureau of Ocean Energy Management,1692,,1
-10182367.3898,3303372.2001,Federal,,2146,Bureau of Ocean Energy Management,1693,,F
-10399782.318,3427657.199,Federal,,2046,Bureau of Ocean Energy Management,1694,,CASSION 5
-10749756.087,3258223.5075,Federal,,2161,Bureau of Ocean Energy Management,1695,,8
-10247350.9704,3437858.9673,Federal,,2159,Bureau of Ocean Energy Management,1696,,229
-10247046.1888,3434818.4431,Federal,,2158,Bureau of Ocean Energy Management,1697,,230
-10124104.3824,3355565.9646,Federal,,23908,Bureau of Ocean Energy Management,1698,,B-COMP
-10405462.3038,3355292.0209,Federal,,2166,Bureau of Ocean Energy Management,1699,,1
-10385202.8062,3439757.1161,Federal,,2168,Bureau of Ocean Energy Management,1700,,19
-10223931.2239,3309159.6959,Federal,,2171,Bureau of Ocean Energy Management,1701,,J
-10208787.2592,3413825.5797,Federal,,2170,Bureau of Ocean Energy Management,1702,,2
-10162706.8559,3355149.5672,Federal,,2173,Bureau of Ocean Energy Management,1703,,1
-10108344.173,3323154.6127,Federal,,2176,Bureau of Ocean Energy Management,1704,,B
-10023655.0457,3370739.5758,Federal,,20039,Bureau of Ocean Energy Management,1705,,D-Aux
-9872938.2967,3445469.665,Federal,,2206,Bureau of Ocean Energy Management,1706,,E
-10747179.9344,3260026.8237,Federal,,2178,Bureau of Ocean Energy Management,1707,,9
-10168108.2958,3369165.9306,Federal,,2180,Bureau of Ocean Energy Management,1708,,B
-10248370.4109,3431970.8143,Federal,,21411,Bureau of Ocean Energy Management,1709,,A-SEPARATOR
-10204996.9274,3284749.6149,Federal,,2191,Bureau of Ocean Energy Management,1710,,C
-9872607.4558,3446440.1777,Federal,,2201,Bureau of Ocean Energy Management,1711,,D
-10123705.2643,3358139.481,Federal,,2187,Bureau of Ocean Energy Management,1712,,10
-10248310.2633,3431971.901,Federal,,21411,Bureau of Ocean Energy Management,1713,,A-CRANE
-10107899.5792,3352374.2467,Federal,,2202,Bureau of Ocean Energy Management,1714,,8
-10246829.2168,3436044.8436,Federal,,2121,Bureau of Ocean Energy Management,1715,,A
-10264096.0677,3408881.6251,Federal,,2208,Bureau of Ocean Energy Management,1716,,2
-10124400.0666,3373160.6885,Federal,,2211,Bureau of Ocean Energy Management,1717,,15
-10246252.0626,3434074.509,Federal,,2260,Bureau of Ocean Energy Management,1718,,233
-10125357.6858,3373180.6594,Federal,,2217,Bureau of Ocean Energy Management,1719,,16
-10312616.9982,3438612.7999,Federal,,2219,Bureau of Ocean Energy Management,1720,,A
-10246703.4929,3436930.376,Federal,,2221,Bureau of Ocean Energy Management,1721,,231
-10247133.2217,3436941.75,Federal,,2220,Bureau of Ocean Energy Management,1722,,232
-10546403.4287,3269257.0009,Federal,,2222,Bureau of Ocean Energy Management,1723,,A
-10248300.6595,3432001.8605,Federal,,21411,Bureau of Ocean Energy Management,1724,,A-HP Vent Scrub
-9872348.0177,3446208.5218,Federal,,2226,Bureau of Ocean Energy Management,1725,,E
-10341128.5577,3451177.5059,Federal,,2224,Bureau of Ocean Energy Management,1726,,13
-10033786.9784,3161116.1209,Federal,,1899,Bureau of Ocean Energy Management,1727,,A (MTLP Shenzi)
-10534683.7235,3324090.2423,Federal,,2225,Bureau of Ocean Energy Management,1728,,Never Installed
-10424484.307,3244234.829,Federal,,2245,Bureau of Ocean Energy Management,1729,,C
-10159325.2269,3340929.537,Federal,,2228,Bureau of Ocean Energy Management,1730,,15
-10102022.6877,3347515.0833,Federal,,2240,Bureau of Ocean Energy Management,1731,,C
-9862141.6231,3429224.9099,Federal,,2233,Bureau of Ocean Energy Management,1732,,E
-9860209.955,3431046.9165,Federal,,2234,Bureau of Ocean Energy Management,1733,,D
-10182392.2879,3383054.7392,Federal,,26111,Bureau of Ocean Energy Management,1734,,JD
-9825691.2957,3292134.3707,Federal,,1930,Bureau of Ocean Energy Management,1735,,A (Blind Faith)
-10309937.3291,3300900.233,Federal,,2238,Bureau of Ocean Energy Management,1736,,D
-10065382.183,3364112.8934,Federal,,2247,Bureau of Ocean Energy Management,1737,,A
-9894683.0548,3420672.3128,Federal,,2257,Bureau of Ocean Energy Management,1738,,A
-10271197.7725,3333782.0297,Federal,,2261,Bureau of Ocean Energy Management,1739,,A
-10332026.4749,3404866.839,Federal,,2268,Bureau of Ocean Energy Management,1740,,A
-10123963.1209,3350539.0267,Federal,,2249,Bureau of Ocean Energy Management,1741,,2
-10248207.733,3431851.9996,Federal,,21411,Bureau of Ocean Energy Management,1742,,A-Water Treatin
-10216909.2191,3424426.1146,Federal,,2253,Bureau of Ocean Energy Management,1743,,G
-10216909.2202,3424426.4659,Federal,,2253,Bureau of Ocean Energy Management,1744,,G-AUX
-10108819.4797,3325473.3517,Federal,,2246,Bureau of Ocean Energy Management,1745,,C
-10355504.1703,3349956.7112,Federal,,2265,Bureau of Ocean Energy Management,1746,,1
-10390990.642,3283196.8016,Federal,,2273,Bureau of Ocean Energy Management,1747,,Never Installed
-10351426.6393,3418578.254,Federal,,2275,Bureau of Ocean Energy Management,1748,,D
-10237001.0478,3407073.7655,Federal,,2280,Bureau of Ocean Energy Management,1749,,2
-10246718.6604,3436950.3258,Federal,,2221,Bureau of Ocean Energy Management,1750,,B
-10419316.491,3464276.2015,Federal,,2038,Bureau of Ocean Energy Management,1751,,D-AUX 1
-9902466.0231,3383825.7254,Federal,,2333,Bureau of Ocean Energy Management,1752,,F
-9838789.2553,3467603.5374,Federal,,2343,Bureau of Ocean Energy Management,1753,,A
-10368381.2277,3368540.5236,Federal,,2340,Bureau of Ocean Energy Management,1754,,B
-10564005.6683,3015096.0101,Federal,,2008,Bureau of Ocean Energy Management,1755,,A(Perdido)
-10400048.228,3374053.9941,Federal,,2345,Bureau of Ocean Energy Management,1756,,1
-10179995.2083,3383718.9253,Federal,,2346,Bureau of Ocean Energy Management,1757,,JE
-10400083.1509,3361000.9504,Federal,,2347,Bureau of Ocean Energy Management,1758,,1
-10239067.8056,3371264.6468,Federal,,2352,Bureau of Ocean Energy Management,1759,,58
-10108386.0003,3321666.9484,Federal,,2353,Bureau of Ocean Energy Management,1760,,C
-10183999.7858,3373015.4165,Federal,,139,Bureau of Ocean Energy Management,1761,,33 AUX
-10184439.7342,3386066.0973,Federal,,2370,Bureau of Ocean Energy Management,1762,,E
-9899245.1916,3448289.7689,Federal,,2369,Bureau of Ocean Energy Management,1763,,(NO INSTALL)
-10028642.6701,3369944.0469,Federal,,2367,Bureau of Ocean Energy Management,1764,,A
-10213909.2747,3423955.496,Federal,,2103,Bureau of Ocean Energy Management,1765,,H-CMP
-9991152.2269,3370144.0552,Federal,,2374,Bureau of Ocean Energy Management,1766,,B (Newfield)
-10347146.37,3315409.1234,Federal,,2357,Bureau of Ocean Energy Management,1767,,B
-10318721.4872,3271728.6324,Federal,,2387,Bureau of Ocean Energy Management,1768,,C
-10142161.3654,3214978.6425,Federal,,2133,Bureau of Ocean Energy Management,1769,,B(Helix)
-9918653.9159,3253250.0681,Federal,,2089,Bureau of Ocean Energy Management,1770,,A(Mirage/Titan)
-9863015.6453,3449219.4163,Federal,,2395,Bureau of Ocean Energy Management,1771,,A
-10291036.5099,3323525.5467,Federal,,2410,Bureau of Ocean Energy Management,1772,,H
-10108915.5751,3362177.6518,Federal,,2390,Bureau of Ocean Energy Management,1773,,E
-10072280.1588,3357672.7686,Federal,,24144,Bureau of Ocean Energy Management,1774,,CK
-9900155.515,3421483.8996,Federal,,2400,Bureau of Ocean Energy Management,1775,,I
-10174130.3215,3289889.5136,Federal,,2412,Bureau of Ocean Energy Management,1776,,C
-10218708.1466,3323727.4514,Federal,,2414,Bureau of Ocean Energy Management,1777,,G
-10505226.5226,3398825.5946,Federal,,2419,Bureau of Ocean Energy Management,1778,,2
-10081284.3744,3324868.0712,Federal,,2420,Bureau of Ocean Energy Management,1779,,2
-9863250.1691,3397536.0243,Federal,,2418,Bureau of Ocean Energy Management,1780,,A
-10266663.4551,3365596.7285,Federal,,2423,Bureau of Ocean Energy Management,1781,,A
-10248387.4052,3442346.2909,Federal,,2411,Bureau of Ocean Energy Management,1782,,"""A"" Sump"
-10549101.6204,3273501.7402,Federal,,2428,Bureau of Ocean Energy Management,1783,,A
-9867604.6736,3446596.6232,Federal,,2431,Bureau of Ocean Energy Management,1784,,8
-9863250.1691,3397536.0243,Federal,,2430,Bureau of Ocean Energy Management,1785,,A
-10383551.3892,3424364.0387,Federal,,2438,Bureau of Ocean Energy Management,1786,,10
-9976638.1139,3365515.2353,Federal,,2443,Bureau of Ocean Energy Management,1787,,D
-10077418.8594,3376190.6703,Federal,,2394,Bureau of Ocean Energy Management,1788,,Never Installed
-10131870.1089,3349518.6367,Federal,,2456,Bureau of Ocean Energy Management,1789,,1
-9909242.372,3301478.3946,Federal,,2424,Bureau of Ocean Energy Management,1790,,A-WHO DAT
-10205557.4151,3343497.2818,Federal,,2451,Bureau of Ocean Energy Management,1791,,3
-9776462.5616,3525990.0586,Federal,,2467,Bureau of Ocean Energy Management,1792,,2
-10505221.4839,3398811.7073,Federal,,2419,Bureau of Ocean Energy Management,1793,,D
-9967811.2847,3392759.2247,Federal,,2468,Bureau of Ocean Energy Management,1794,,B
-10075349.832,3085600.8886,Federal,,2229,Bureau of Ocean Energy Management,1795,,A-BW Pioneer
-10250181.4393,3421820.1617,Federal,,2475,Bureau of Ocean Energy Management,1796,,2
-9788205.2591,3206592.5126,Federal,,90200,Bureau of Ocean Energy Management,1797,,Manifold (Jubil
-10022329.0716,3151567.5692,Federal,,90201,Bureau of Ocean Energy Management,1798,,Manifold 2
-10022317.9817,3151539.464,Federal,,90202,Bureau of Ocean Energy Management,1799,,Manifold 4
-9908702.5374,3307223.1708,Federal,,90203,Bureau of Ocean Energy Management,1800,,Manifold A
-9912299.3649,3305219.0355,Federal,,90204,Bureau of Ocean Energy Management,1801,,Manifold E1
-9912305.357,3305246.9217,Federal,,90205,Bureau of Ocean Energy Management,1802,,Manifold E2
-9863690.2206,3273853.5475,Federal,,90206,Bureau of Ocean Energy Management,1803,,Manifold P-30-M
-9916908.6004,3306134.467,Federal,,90207,Bureau of Ocean Energy Management,1804,,Production Mani
-9912303.6175,3305222.7852,Federal,,90208,Bureau of Ocean Energy Management,1805,,South manifold
-9764370.429,3292650.4305,Federal,,90209,Bureau of Ocean Energy Management,1806,,SS Manifold
-10108788.6956,3156821.0794,Federal,,90210,Bureau of Ocean Energy Management,1807,,SS Manifold
-10126711.3657,3151484.752,Federal,,90211,Bureau of Ocean Energy Management,1808,,SS MANIFOLD
-9818579.404,3287864.8021,Federal,,90212,Bureau of Ocean Energy Management,1809,,SS Manifold
-9998309.9351,3167055.202,Federal,,90213,Bureau of Ocean Energy Management,1810,,SS Manifold SLE
-10544742.2794,3127150.3678,Federal,,90214,Bureau of Ocean Energy Management,1811,,SSMANIFO
-10049665.5562,3209159.2587,Federal,,90215,Bureau of Ocean Energy Management,1812,,SSMANIFO
-10298778.7082,3233370.2529,Federal,,90216,Bureau of Ocean Energy Management,1813,,SSMANIFO P/L SL
-10135107.6876,3211064.6636,Federal,,90217,Bureau of Ocean Energy Management,1814,,SSMANIFOLD
-9881409.9174,3274349.9542,Federal,,90218,Bureau of Ocean Energy Management,1815,,SW Manifold
-9882263.3336,3278957.8448,Federal,,90219,Bureau of Ocean Energy Management,1816,,Manifold
-10048140.6545,3178838.8596,Federal,,90220,Bureau of Ocean Energy Management,1817,,prod manifold
-10073512.719,3090790.5753,Federal,,90221,Bureau of Ocean Energy Management,1818,,SS Manifold
-10077820.6688,3063622.303,Federal,,90222,Bureau of Ocean Energy Management,1819,,SS Manifold
-9807759.8862,3307627.9111,Federal,,90223,Bureau of Ocean Energy Management,1820,,SS MANIFOLD F-5
-10565173.0599,3125708.3909,Federal,,90224,Bureau of Ocean Energy Management,1821,,Subsea Manifold
-10106368.3265,3212725.9406,Federal,,90225,Bureau of Ocean Energy Management,1822,,Aspen II Manifo
-10035969.2717,3165713.7006,Federal,,90226,Bureau of Ocean Energy Management,1823,,K Manifold
-9787100.8432,3218304.6657,Federal,,90227,Bureau of Ocean Energy Management,1824,,Manifold
-9788228.4666,3206581.568,Federal,,90228,Bureau of Ocean Energy Management,1825,,Manifold
-10022355.5475,3151635.0925,Federal,,90229,Bureau of Ocean Energy Management,1826,,Manifold 5
-10031065.6176,3163066.1997,Federal,,90230,Bureau of Ocean Energy Management,1827,,Manifold B2
-10035175.2229,3164398.9578,Federal,,90231,Bureau of Ocean Energy Management,1828,,Manifold C1
-10028389.919,3163891.1808,Federal,,90232,Bureau of Ocean Energy Management,1829,,Manifold G1
-10534047.8073,3170147.7401,Federal,,90233,Bureau of Ocean Energy Management,1830,,MANIFOLD H3
-10101351.2886,3168463.6927,Federal,,90234,Bureau of Ocean Energy Management,1831,,PN Manifold
-9975922.2856,3276826.2048,Federal,,90235,Bureau of Ocean Energy Management,1832,,Production Mani
-10102635.4659,3163136.6393,Federal,,90236,Bureau of Ocean Energy Management,1833,,PS Manifold
-10358546.528,3260243.9269,Federal,,90237,Bureau of Ocean Energy Management,1834,,SS Manifold
-10031155.6543,3163162.158,Federal,,90238,Bureau of Ocean Energy Management,1835,,Manifold B1
-9858298.1634,3276185.772,Federal,,90239,Bureau of Ocean Energy Management,1836,,Manifold P-32-M
-10111851.2053,3151466.7187,Federal,,90240,Bureau of Ocean Energy Management,1837,,SS Manifold
-9813303.862,3242227.1888,Federal,,90241,Bureau of Ocean Energy Management,1838,,SS Manifold Ple
-10639178.8767,3166889.6312,Federal,,90242,Bureau of Ocean Energy Management,1839,,SSMANIFO
-10297446.7761,3227707.8568,Federal,,90243,Bureau of Ocean Energy Management,1840,,SSMANIFO
-9785996.3718,3206944.8736,Federal,,90244,Bureau of Ocean Energy Management,1841,,SSMANIFO Plet
-9844595.5705,3324593.0537,Federal,,90245,Bureau of Ocean Energy Management,1842,,SSMANIFO N1 SLE
-9844591.8796,3324645.1278,Federal,,90246,Bureau of Ocean Energy Management,1843,,SSMANIFO N2 Sle
-9833858.4825,3320929.237,Federal,,90247,Bureau of Ocean Energy Management,1844,,SSMANIFO Sled N
-9807555.7306,3308657.4286,Federal,,90248,Bureau of Ocean Energy Management,1845,,SSMANIFO SLED S
-9818933.8888,3300166.019,Federal,,90249,Bureau of Ocean Energy Management,1846,,SSMANIFO SLED S
-9955441.1382,3251036.1642,Federal,,90250,Bureau of Ocean Energy Management,1847,,Subsea Manifold
-9862446.6588,3337772.8781,Federal,,90251,Bureau of Ocean Energy Management,1848,,East Plet
-9794304.2159,3362102.5378,Federal,,90252,Bureau of Ocean Energy Management,1849,,KW5 PLET
-10533912.7271,3171828.7312,Federal,,90253,Bureau of Ocean Energy Management,1850,,PIGGING PLET
-10300893.5732,3208422.6854,Federal,,90254,Bureau of Ocean Energy Management,1851,,PLET
-10089733.0471,3170112.0589,Federal,,90255,Bureau of Ocean Energy Management,1852,,PLET
-9811635.013,3251923.6625,Federal,,90256,Bureau of Ocean Energy Management,1853,,PLET
-9820727.9524,3398238.9683,Federal,,90257,Bureau of Ocean Energy Management,1854,,PLET
-9840197.3646,3391315.2445,Federal,,90258,Bureau of Ocean Energy Management,1855,,PLET
-10077780.0436,3063682.0856,Federal,,90259,Bureau of Ocean Energy Management,1856,,PLET
-10075487.1557,3085217.0026,Federal,,90260,Bureau of Ocean Energy Management,1857,,PLET (CH01-R-PL
-9770516.3125,3193165.4115,Federal,,90261,Bureau of Ocean Energy Management,1858,,Plet (SN 15152)
-9788192.5936,3206574.6985,Federal,,90262,Bureau of Ocean Energy Management,1859,,PLET (Well 2
-10022380.599,3151688.0623,Federal,,90263,Bureau of Ocean Energy Management,1860,,PLET DC3-P-1
-10022506.8358,3154853.5486,Federal,,90264,Bureau of Ocean Energy Management,1861,,PLET DC3-P-2
-10022503.1567,3154820.1463,Federal,,90265,Bureau of Ocean Energy Management,1862,,PLET DC3-T-1
-10022529.2435,3154835.5689,Federal,,90266,Bureau of Ocean Energy Management,1863,,PLET DC3-T-2
-10035126.181,3164370.6766,Federal,,90267,Bureau of Ocean Energy Management,1864,,PLET GL1-1
-10031098.5778,3163062.659,Federal,,90268,Bureau of Ocean Energy Management,1865,,PLET P5-1
-10031074.9434,3163039.7251,Federal,,90269,Bureau of Ocean Energy Management,1866,,PLET P6-1
-9815012.6587,3307896.219,Federal,,90270,Bureau of Ocean Energy Management,1867,,PLET S-08
-10033777.1827,3161102.2671,Federal,,90271,Bureau of Ocean Energy Management,1868,,PLET WI2-3
-9776172.2639,3293679.8706,Federal,,90272,Bureau of Ocean Energy Management,1869,,SS PLET
-10336865.4415,3183139.7941,Federal,,90273,Bureau of Ocean Energy Management,1870,,SS PLET 2
-10048293.2747,3174797.9131,Federal,,90274,Bureau of Ocean Energy Management,1871,,SSTI EAST PLET
-10048346.321,3174828.8766,Federal,,90275,Bureau of Ocean Energy Management,1872,,SSTI WEST PLET
-9882249.2211,3278945.3686,Federal,,90276,Bureau of Ocean Energy Management,1873,,Triton 3 PLET
-9956954.3315,3253733.7794,Federal,,90277,Bureau of Ocean Energy Management,1874,,WELL A7 NORTH P
-9956954.3315,3253733.7794,Federal,,90278,Bureau of Ocean Energy Management,1875,,Well A7 SOUTH P
-9899608.1965,3342733.4392,Federal,,90279,Bureau of Ocean Energy Management,1876,,well 1 PLET
-9862448.9755,3337774.425,Federal,,90280,Bureau of Ocean Energy Management,1877,,West Plet
-10101185.0318,3162864.3094,Federal,,90281,Bureau of Ocean Energy Management,1878,,40-PLET-01
-10534550.1387,3173637.5934,Federal,,90282,Bureau of Ocean Energy Management,1879,,DRYSDALE PLET H
-9958992.3661,3304070.8532,Federal,,90283,Bureau of Ocean Energy Management,1880,,East PLET
-9771360.7321,3362219.1958,Federal,,90284,Bureau of Ocean Energy Management,1881,,Gas PLET 3
-9876896.8797,3273694.7158,Federal,,90285,Bureau of Ocean Energy Management,1882,,Gold 2 PLET
-9800419.7256,3396176.9757,Federal,,90286,Bureau of Ocean Energy Management,1883,,Nile PLET
-9771670.2884,3404803.4885,Federal,,90287,Bureau of Ocean Energy Management,1884,,PLET
-10014765.7782,3260705.6296,Federal,,90288,Bureau of Ocean Energy Management,1885,,PLET
-10080926.2809,3246207.2242,Federal,,90289,Bureau of Ocean Energy Management,1886,,PLET
-10248175.6409,3019013.1529,Federal,,90290,Bureau of Ocean Energy Management,1887,,PLET
-9949036.752,3305924.3813,Federal,,90291,Bureau of Ocean Energy Management,1888,,PLET
-9969007.2196,3266779.683,Federal,,90292,Bureau of Ocean Energy Management,1889,,PLET
-10125603.699,3159291.6804,Federal,,90293,Bureau of Ocean Energy Management,1890,,PLET 3
-10251602.0806,3212751.7714,Federal,,90294,Bureau of Ocean Energy Management,1891,,PLET (North Tie
-10289646.4462,3181634.4483,Federal,,90295,Bureau of Ocean Energy Management,1892,,PLET A
-10535305.5364,3172508.4443,Federal,,90296,Bureau of Ocean Energy Management,1893,,PLET C
-10031071.7788,3163012.4449,Federal,,90297,Bureau of Ocean Energy Management,1894,,PLET GL2-1
-10035183.187,3164365.7846,Federal,,90298,Bureau of Ocean Energy Management,1895,,PLET P1-1
-10035174.6039,3164396.5984,Federal,,90299,Bureau of Ocean Energy Management,1896,,PLET P2-1
-9959005.6112,3304065.5049,Federal,,90300,Bureau of Ocean Energy Management,1897,,PLET WELL5
-9787099.09,3218304.8834,Federal,,90301,Bureau of Ocean Energy Management,1898,,SS PLET
-9813136.09,3242765.7538,Federal,,90302,Bureau of Ocean Energy Management,1899,,SS PLET 1B
-10141791.1184,3216653.3172,Federal,,90303,Bureau of Ocean Energy Management,1900,,PLET
-10518432.0484,3163783.0741,Federal,,90304,Bureau of Ocean Energy Management,1901,,PLET W Navajo
-9848215.2296,3279429.5582,Federal,,90305,Bureau of Ocean Energy Management,1902,,SS PLET 1
-9796832.9308,3266074.4921,Federal,,90306,Bureau of Ocean Energy Management,1903,,PLET 2A
-9935657.1949,3280847.4767,Federal,,90307,Bureau of Ocean Energy Management,1904,,PLET
-10549584.6035,3117958.4209,Federal,,90308,Bureau of Ocean Energy Management,1905,,SSWPLEM 1
-10094784.7897,3132155.7997,Federal,,90309,Bureau of Ocean Energy Management,1906,,PLEM P2
-10094812.9807,3132175.2614,Federal,,90310,Bureau of Ocean Energy Management,1907,,PLEM 4
-10516696.6769,3167843.2239,Federal,,90311,Bureau of Ocean Energy Management,1908,,PLEM DP-1
-9826962.8508,3305075.5045,Federal,,90312,Bureau of Ocean Energy Management,1909,,PLEM 2
-9823987.3699,3308152.9287,Federal,,90313,Bureau of Ocean Energy Management,1910,,SA PLEM 1
-9836958.4936,3341755.6556,Federal,,90314,Bureau of Ocean Energy Management,1911,,PLEM 3
-10107639.4732,3219754.227,Federal,,90315,Bureau of Ocean Energy Management,1912,,PLEM 2
-10535301.513,3172505.5204,Federal,,90316,Bureau of Ocean Energy Management,1913,,PLEM B2
-9826975.872,3305045.1321,Federal,,90317,Bureau of Ocean Energy Management,1914,,PLEM 1
-10232735.2389,3138649.3914,Federal,,90318,Bureau of Ocean Energy Management,1915,,PLEM 1
-10232726.5586,3138663.7717,Federal,,90319,Bureau of Ocean Energy Management,1916,,PLEM 2
-9813146.4608,3242765.721,Federal,,90320,Bureau of Ocean Energy Management,1917,,PLEM 1A
-10078807.071,3231637.9651,Federal,,90321,Bureau of Ocean Energy Management,1918,,SS Manifold
-9976648.9148,3280747.8644,Federal,,90322,Bureau of Ocean Energy Management,1919,,W58M Manifold H
-9976674.7689,3280771.8394,Federal,,90323,Bureau of Ocean Energy Management,1920,,Well 58M Manifo
-9994897.8578,3270639.4478,Federal,,90324,Bureau of Ocean Energy Management,1921,,Manifold
-10074942.2075,3085655.4999,Federal,,90325,Bureau of Ocean Energy Management,1922,,PLET
-10022531.9587,3154836.0121,Federal,,90326,Bureau of Ocean Energy Management,1923,,PLET DC3-P-2
-9757796.0949,3239958.4984,Federal,,90327,Bureau of Ocean Energy Management,1924,,SS Plet
-9975940.3286,3276864.0939,Federal,,90328,Bureau of Ocean Energy Management,1925,,W10 PLET
-9976402.7296,3278376.9517,Federal,,90329,Bureau of Ocean Energy Management,1926,,W9PLET
-10273122.9241,3153046.5205,Federal,,90330,Bureau of Ocean Energy Management,1927,,Oil PLEM
-10300442.1386,3277881.8051,Federal,,2479,Bureau of Ocean Energy Management,1928,,A
-10204289.3073,3273753.329,Federal,,2471,Bureau of Ocean Energy Management,1929,,K
-10136861.9655,3281732.6009,Federal,,2469,Bureau of Ocean Energy Management,1930,,B
-10099566.758,3346021.1604,Federal,,2484,Bureau of Ocean Energy Management,1931,,5
-10141442.6187,3332573.7989,Federal,,2491,Bureau of Ocean Energy Management,1932,,1
-10375580.4495,3450162.9063,Federal,,2508,Bureau of Ocean Energy Management,1933,,2
-10043243.2171,3276778.1432,Federal,,2518,Bureau of Ocean Energy Management,1934,,J
-10055743.1106,3336177.914,Federal,,2520,Bureau of Ocean Energy Management,1935,,A
-10137569.4304,3329552.3413,Federal,,2522,Bureau of Ocean Energy Management,1936,,B
-10115184.8982,3302261.2063,Federal,,2505,Bureau of Ocean Energy Management,1937,,C
-10227605.0303,3341211.0733,Federal,,2531,Bureau of Ocean Energy Management,1938,,G
-10272087.7228,3420393.742,Federal,,2510,Bureau of Ocean Energy Management,1939,,Never Installed
-10164850.1406,3328477.4353,Federal,,2530,Bureau of Ocean Energy Management,1940,,1
-9906294.2289,3444812.2308,Federal,,2532,Bureau of Ocean Energy Management,1941,,A
-10249203.3563,3331145.0666,Federal,,2533,Bureau of Ocean Energy Management,1942,,E
-10235122.5568,3399788.645,Federal,,2545,Bureau of Ocean Energy Management,1943,,1
-10103322.7418,3368797.4712,Federal,,2521,Bureau of Ocean Energy Management,1944,,11
-9971180.1611,3394222.1913,Federal,,2535,Bureau of Ocean Energy Management,1945,,19
-10038753.6186,3373710.5722,Federal,,2534,Bureau of Ocean Energy Management,1946,,H
-10107546.0219,3362286.34,Federal,,2549,Bureau of Ocean Energy Management,1947,,66
-9968896.3408,3332677.4275,Federal,,23846,Bureau of Ocean Energy Management,1948,,C
-10294042.6373,3356324.9296,Federal,,2515,Bureau of Ocean Energy Management,1949,,C
-9969906.5813,3390859.1841,Federal,,2537,Bureau of Ocean Energy Management,1950,,DD
-10449864.9471,3411881.7176,Federal,,2564,Bureau of Ocean Energy Management,1951,,A
-10041231.2972,3295240.8248,Federal,,2558,Bureau of Ocean Energy Management,1952,,A
-10261170.4486,3315570.9586,Federal,,2557,Bureau of Ocean Energy Management,1953,,I
-9975418.3586,3392993.5484,Federal,,2569,Bureau of Ocean Energy Management,1954,,J
-9825637.1068,3421303.1188,Federal,,2570,Bureau of Ocean Energy Management,1955,,C
-9934057.9508,3269179.6952,Federal,,2385,Bureau of Ocean Energy Management,1956,,B(Olympus)
-10247741.4837,3432456.0771,Federal,,2571,Bureau of Ocean Energy Management,1957,,C
-10182648.5445,3341485.1169,Federal,,2588,Bureau of Ocean Energy Management,1958,,2
-10459118.7991,3250882.6514,Federal,,2580,Bureau of Ocean Energy Management,1959,,C
-10295838.6839,3301401.9667,Federal,,2594,Bureau of Ocean Energy Management,1960,,C
-10159143.5959,3028251.6662,Federal,,2440,Bureau of Ocean Energy Management,1961,,A-Jack St. Ma
-9906921.4193,3278663.6547,Federal,,2498,Bureau of Ocean Energy Management,1962,,Gulfstar 1
-10245861.0351,3015472.549,Federal,,2576,Bureau of Ocean Energy Management,1963,,A (Lucius)
-10119167.1566,3314848.286,Federal,,2573,Bureau of Ocean Energy Management,1964,,DUPLICATE-AUX-2
-10078028.0643,3264147.6462,Federal,,2574,Bureau of Ocean Energy Management,1965,,A
-9825873.4271,3344464.6509,Federal,,2513,Bureau of Ocean Energy Management,1966,,A-Delta House
-10048744.8799,3326907.4696,Federal,,2628,Bureau of Ocean Energy Management,1967,,AA
-10035294.2056,3335472.5485,Federal,,2629,Bureau of Ocean Energy Management,1968,,K
-10248321.773,3431966.9072,Federal,,21411,Bureau of Ocean Energy Management,1969,,A-SUMP
-10181339.139,3408847.8682,Federal,,581,Bureau of Ocean Energy Management,1970,,4
-10119167.1566,3314848.286,Federal,,20481,Bureau of Ocean Energy Management,1971,,E-Aux-2
-10038275.1917,3373449.2501,Federal,,21782,Bureau of Ocean Energy Management,1972,,BS-1
-10038275.1917,3373449.2501,Federal,,21782,Bureau of Ocean Energy Management,1973,,BS-2
-9936619.5825,3375172.0154,Federal,,2704,Bureau of Ocean Energy Management,1974,,316
-10150586.1039,3392433.0146,Federal,,2678,Bureau of Ocean Energy Management,1975,,41
-10080690.5821,3187243.2093,Federal,,2660,Bureau of Ocean Energy Management,1976,,A (STAMPEDE)
-10012800.9111,3371084.6284,Federal,,2697,Bureau of Ocean Energy Management,1977,,1
-10013010.4482,3269236.666,Federal,,2606,Bureau of Ocean Energy Management,1978,,A
